Tweet_Original,Tweet_Gerado
"RT @sabrinanaquino: Esse é o Brasil que eu quero.

#EleNão #Eleições2018 https://t.co/bJfaqlmiso","Muita desinformação circulando, dificultando a decisão dos eleitores."
"Partiu nordeste ! 
Amo o nordeste vcs são foda!!
#ViraViraClR0 #Eleições2018 #ELENÃO https://t.co/bct3R7xYvy","Muita desinformação circulando, dificultando a decisão dos eleitores."
"RT @ericaAbreeuu: Gente ,votem com consciência por favor 😓🙌
#EleNão #EleNunca #EleJamais #Eleições2018",Novas denúncias agitam o cenário político a poucos dias da votação.
RT @beyapoc: Eu apagando minha árvore genealógica após ver os parentes que votaram no Bozo #EleNão #ViraViraClR0 #Eleições2018 https://t.co…,Mais um dia de polêmicas e acusações nesse cenário eleitoral acirrado.
O que está acontecendo é que vamos ter que engolir o Bolso. #Eleições2018 #elenão,Os apoiadores seguem firmes na defesa de seus candidatos preferidos.
"O povo sofrido salva
#EleNão 
#Eleições2018",Novas denúncias agitam o cenário político a poucos dias da votação.
RT @dconline: Resultado: Jair Bolsonaro (PSL) e Fernando Haddad (PT) irão disputar segundo turno https://t.co/AsTXxUEHll #Eleições2018 #Ele…,As fake news continuam circulando em ritmo acelerado nas redes.
"Vai ter segundo turno graças ao NORDESTE! Vamos salvar esse país, porra!!! #EuAcredito ! #EleNão",Mais um escândalo envolvendo políticos vem à tona durante a campanha.
"Obrigada, nordeste. Obrigada, Bahia, o estado mais preto do Brasil sabe na pele o que é sentir medo.

#Eleições2018 #EleNão #NotHim #ElNo",As pesquisas de intenção de voto movimentam o debate diariamente.
"Seis ficam falando do Daciolo aí... Quero ver ele daqui há 4 anos.

O coiso começou da mesma forma.

#Eleições2018 #EleNão","Muita desinformação circulando, dificultando a decisão dos eleitores."
"Em um país que mais mata LGBT, por mais triste que seja, não é de surpreender esse resultado... #Eleições2018 #EleNão",A disputa entre os candidatos está cada vez mais agressiva.
"Opinião eu respeito, fascismo a gente combate!
#EleNão #elenunca #Eleições2018","Muita desinformação circulando, dificultando a decisão dos eleitores."
RT @CentralAnittaFm: Anitters se preparem porque ja estão atacando a Anitta. #Eleições2018 #EleNão,As alianças políticas seguem mudando o rumo das eleições.
"Depois apago esse tt KKKKKKKKK 
#Eleições2018  #ViraViraClR0  #EleNão  #FraudeNasUrnasEletronicas  #G1  #17Neles… https://t.co/deuxB2ySvc",A disputa presidencial segue dividindo opiniões por todo o país.
"Nordeste EU TE AMOOO! ❤
#Eleições2018 #EleNão",Mais um escândalo envolvendo políticos vem à tona durante a campanha.
"RT @guii_mont: MEU DEUS VCS FALANDO QUE NO SEGUNDO TURNO PREFEREM VOTAR EM BRANCO,DO QUE NO COISO OU NO HADDAD... VCS SÃO BURROS? OLHA A %…",Programas humorísticos também satirizam o clima tenso das eleições.
"O medo não pode nos parar , a luta só começou! #EleNão #Eleições2018",A disputa entre os candidatos está cada vez mais agressiva.
"RT @onicolasaraujo: Já vou preparar meu look pra ditadura 
#EleNão #Eleições2018 https://t.co/IxUXCrdaG7",Cada pesquisa divulgada muda o humor do eleitorado rapidamente.
"A luta ainda não acabou! 
#Eleições2018 #EleNão",Programas humorísticos também satirizam o clima tenso das eleições.
"tô com um nojo daqueles que diziam ser minha família votarem num cara que odeia minha existência 😑
#elenão #elenunca #Eleições2018",As fake news continuam circulando em ritmo acelerado nas redes.
Nordestão salvou essa eleição. Amo gente sensata. #EleNão #Eleições2018,A disputa entre os candidatos está cada vez mais agressiva.
"Bolsolixo disse que o dia 28 é praia! Pelo visto, não vai ter praia! 😂😂😂😂 #Eleições2018 #EleNão https://t.co/saOpqbp7mx",A disputa entre os candidatos está cada vez mais agressiva.
"Vou entrar em coma induzido só volto a acordar em 2022
É o jeito já que não dá para ir pro Canadá com 15 reais #elenão #Eleições2018",Os discursos inflamados continuam atraindo a atenção do público.
É disso que eu tenho falado!!! Eleições não devem ser baseada nos partidos #EleNão #Eleições2018… https://t.co/28gSAMwO7y,Novas denúncias agitam o cenário político a poucos dias da votação.
"O nível de desespero que o Brasileiro chegou KKKKKKKKKKKKKKKK
TO RINDO MAS É DE DESESPERO #FICATEMER #Eleições2018 
#EleNão",Cada pesquisa divulgada muda o humor do eleitorado rapidamente.
"Se nao fosse o Nordeste aquela criatura q nao se deve dizer o nome ja estaria eleito
Que orgulho 👏👏👏
#Eleições2018 
#ELENÃO",Mais um escândalo envolvendo políticos vem à tona durante a campanha.
Tendi misericórdia de nós Cnhor #elenão #elenunca  #Eleições2018 https://t.co/rMDc12tZiq,A cobertura jornalística tenta acompanhar o ritmo frenético da campanha.
"RT @eucleitonjose: Pohha cara na próxima faz o serviço bem feito 😂😂😂
#Eleições2018 
#ELENÃO 
#ELENUNCA 🇧🇷 https://t.co/nbOEsOoErL",A disputa presidencial segue dividindo opiniões por todo o país.
Para meu consolo... #Eleições2018 #EleNão #EleNunca,A cobertura jornalística tenta acompanhar o ritmo frenético da campanha.
"RT @Wellandraa: Se ele for eleito, você vai ter culpa em cada gota de sangue derramada depois. 
Em 
Cada
Gota
De
Sangue
#ELENÃO #Eleições20…",As redes sociais estão em chamas com discussões sobre os candidatos.
"O povo nordestino é julgado como o ""mais burro"".
Pelo visto, é o mais inteligente.
#Eleições2018 #EleNão",As hashtags políticas dominam o Twitter durante a eleição.
"O Bozo está caindo a cada atualização, eu acredito meu Deus! #EleNão #Eleições2018","As eleições de 2018 seguem agitadas, cada novo fato vira manchete."
"Pra cada ponto percentual que o Bolsolixo cai, é uma fada da esperança que renasce 💘 #ELENÃO #Eleições2018 #HaddadPresidente",As hashtags políticas dominam o Twitter durante a eleição.
"É segundo turnoooooo pegaaaarrr 🙏❤

#TodosContraBolsonaro #HaddadPresidente #Haddad13 #BolsonaroNaCadeia #Eleições2018 #EleNão",A disputa presidencial segue dividindo opiniões por todo o país.
"Ah gente eu sou de SC e tô com vergonha do meu estado maior votação pro Bozo do Brasil!!!
#ELENÃO #Eleições2018 
#Haddadpresidente13",Novas denúncias agitam o cenário político a poucos dias da votação.
Bolsonaro tomou o chá de Marina e caiu de 49% para 46%. BORA NOS UNIR NO 2° TURNO #Eleições2018  #EleNão https://t.co/YpurSUsX4R,As redes sociais estão em chamas com discussões sobre os candidatos.
EU SOU HADDAD ATÉ A MORTE!!!! VAMOSSSSS #ELENÃO,A disputa presidencial segue dividindo opiniões por todo o país.
"RT @RainhaCarminha: Votei no Ciro e não me arrependo, estou com a consciência tranquila de que fiz a coisa certa e não fui compatível com o…",A campanha eleitoral deste ano está cheia de reviravoltas inesperadas.
"Gente educada não precisa andar armada!✊🏼 
#EleNão  #elenunca #Eleições2018",Mais um escândalo envolvendo políticos vem à tona durante a campanha.
"RT @mreginna_: A luta ainda não acabou! 
#Eleições2018 #EleNão",As alianças políticas seguem mudando o rumo das eleições.
Amo meu bairro todos estão nas janelas dos prédios gritando #elenão Santa Cecília meu orgulho de bairro #sampa é vi… https://t.co/Ys7E66ZOzX,A campanha eleitoral deste ano está cheia de reviravoltas inesperadas.
"Só vem Haddad, fé que ele ganha. É 13 hein galera!
#SegundoTurno 
#Eleições2018 
#EleNão",As hashtags políticas dominam o Twitter durante a eleição.
"Cheguei a conclusão de que existe o burro ,o Brasileiro e o nordestino. ..porque sinceramente hooo #Eleições2018 #EleNão",As hashtags políticas dominam o Twitter durante a eleição.
"Quero as revelações do #meubolsomionsecreto na minha mesa, e em toda a internet, já!! #EleNão #Eleições2018 #ViraViraClR0 #BocaDeUrna",Programas humorísticos também satirizam o clima tenso das eleições.
Boatos que Beto Falcão gritou #EleNão num show e geral apoiou ele.  #Eleições2018,Os discursos inflamados continuam atraindo a atenção do público.
"No segundo turno, mais Haddad e menos Lula. Ou isso ou o facismo...
#Eleições2018 
#Haddad13Presidente 
#EleNão",Os debates mostram o quanto a polarização está forte neste ano.
Eu tô pronto pro segundo turno. Não vamos abaixar a cabeça! #EleNão #Eleições2018 https://t.co/o5Up8KsUA5,A disputa presidencial segue dividindo opiniões por todo o país.
"Agora né mesmo sem gostar da ideia vamos la, votar no Haddad...
#ViraViraClR0 #EleNão #Eleições2018",Os apoiadores seguem firmes na defesa de seus candidatos preferidos.
"Obrigada Deus vai rolar #segundoturno SIM. Vamos a favor da democracia, vamos de voto consciente #Eleições2018 #EleNão #EleNunca #EleJamais",As pesquisas de intenção de voto movimentam o debate diariamente.
Não vai ser assim tão fácil seus Porras!!! #Eleições2018 #EleNão #EleNaoEleNunca,A disputa presidencial segue dividindo opiniões por todo o país.
"A culpa não é minha. Eu votei no @cirogomes! 

#ViraViraClR0 #Eleições2018 #EleNão #EleNunca #FicaTemer",A disputa presidencial segue dividindo opiniões por todo o país.
"agora fala que tua mãe foi uma fraquejada, pq foi ela que te colocou no mundo, SEU BABACA! 
#EleNão #Eleições2018",Os apoiadores seguem firmes na defesa de seus candidatos preferidos.
"Chega sempre a hora em que não basta apenas protestar a ação é indispensável.

#elenão #eleições2018… https://t.co/N5LL5vqmDy",Cada pesquisa divulgada muda o humor do eleitorado rapidamente.
#Eleições2018 #elenão Eu se nesse segundo turno der BOLSONARO https://t.co/GhAX6uBgKC,A cobertura jornalística tenta acompanhar o ritmo frenético da campanha.
a luta continua!!! 👊🏻💪🏻 #EleNão #Eleições2018,As hashtags políticas dominam o Twitter durante a eleição.
"Ceará bem sensato, nem em segundo o Bozo Apareceu ❤️ #Eleições2018 #EleNão  #Eleicoes2018 #EleNao #Nordeste #Ceara https://t.co/ubMyVx9Pqn",Programas humorísticos também satirizam o clima tenso das eleições.
"""O BIZARRO DE OURO""
#Eleições2018 #elenão https://t.co/6moESGyA7r",A cobertura jornalística tenta acompanhar o ritmo frenético da campanha.
"Se fere nossa existência, seremos a resistência. #EleNão #Eleições2018","Muita desinformação circulando, dificultando a decisão dos eleitores."
"Obrigado a todo povo do Norte, vcs estão salvando o País! #eleições2018 #EleNão","Muita desinformação circulando, dificultando a decisão dos eleitores."
"Quem tá se preparando pra ditadura?
@pecesiqueira #Eleições2018 #EleNão",Os discursos inflamados continuam atraindo a atenção do público.
Rumo ao segundo turno ai meu Deus nos proteja.. #elenão #Eleições2018,A disputa entre os candidatos está cada vez mais agressiva.
É isso que vocês quer para o Brasil ? #Eleições2018 #EleNão https://t.co/Y610MDqBhw,A disputa entre os candidatos está cada vez mais agressiva.
Guia para convencer seu amigo que votar em Bolsonaro é péssima ideia https://t.co/2IQOI1xUj7 via @vicebrasil #Eleições2018 #EleNão,As fake news continuam circulando em ritmo acelerado nas redes.
"Já votei consciente. Quero Ciro Presidente. 
@cirogomes #Ciro #Eleições2018 #elenão #VotoConsciente #Votociro #EleNunca #EleJamais",Novas denúncias agitam o cenário político a poucos dias da votação.
"RT @gama_diezon: Gente, isso é muito desespero, sério. #ELENÃO  #Eleições2018  #ViraViraClR0 https://t.co/Pp6lSSKbmB",Os debates mostram o quanto a polarização está forte neste ano.
"Águas vão rolar, prelúdio de lágrimas para qualquer lado...
#Tenso #Eleições2018 #EleNão",Os apoiadores seguem firmes na defesa de seus candidatos preferidos.
RT @beyapoc: Eu apagando minha árvore genealógica após ver os parentes que votaram no Bozo #EleNão #ViraViraClR0 #Eleições2018 https://t.co…,A disputa presidencial segue dividindo opiniões por todo o país.
"Bem plena indo votar contra o fascismo...

#Eleições2018 
#elenão https://t.co/dU2NUePs4f",Os discursos inflamados continuam atraindo a atenção do público.
"Chocado com os resultados de Boca de Urna. 
Ainda há esperança! 

#EleNão #Eleições2018",Novas denúncias agitam o cenário político a poucos dias da votação.
"Coração foi de vermelho, voto foi pelo equilíbrio. Que venha o segundo turno! #Eleições2018 #EleNão",A cobertura jornalística tenta acompanhar o ritmo frenético da campanha.
O medo do bozo ganhar em primeiro dps dessas pesquisas tá grandeeee!!! FUDEUUUUUU #Eleições2018 #ViraViraCIR0 #elenão #12neles,A campanha eleitoral deste ano está cheia de reviravoltas inesperadas.
RT @milamione: Nervosa é pouco. Nunca fiquei assim numa eleição. #ViraViraClR0 #EleNão #Eleições2018 https://t.co/y67hiZ9VTX,Mais um escândalo envolvendo políticos vem à tona durante a campanha.
"RT @robeertz1: OLHA QUE ABSURDO!
Aí a pessoa é contra a corrupção e comete um crime eleitoral na eleição. 

#ViraViraClR0 #EleNão #Eleições…",Os apoiadores seguem firmes na defesa de seus candidatos preferidos.
RT @lucastine: A tranquilidade e compromisso com nosso País. #EleNão #eleições2018 https://t.co/p0RIYW6WIb https://t.co/gFzf8J4fns,As alianças políticas seguem mudando o rumo das eleições.
"@cirogomes Apostando tudo em vc! #Ciro12 #Cirosim #12neles #ViraViraClR0 #Eleições2018 
#EleNão #EleNunca  #Paz",A campanha eleitoral deste ano está cheia de reviravoltas inesperadas.
RT @beyapoc: Eu apagando minha árvore genealógica após ver os parentes que votaram no Bozo #EleNão #ViraViraClR0 #Eleições2018 https://t.co…,Novas denúncias agitam o cenário político a poucos dias da votação.
"Aviso especial pra quem vota #EleSim #Bolsonaro17
Se já começam errado assim, imagina daqui pra frente. #EleNão… https://t.co/oc0RjH17nh",As redes sociais estão em chamas com discussões sobre os candidatos.
"O medo tomou conta de mim! 
#Eleições2018 #EleNão",As pesquisas de intenção de voto movimentam o debate diariamente.
"Eu tô só o Harry Potter:
Bolsonaro não
Bolsonaro não 
Bolsonaro não 
Bolsonaro não 
#Eleições2018 #EleNão",As alianças políticas seguem mudando o rumo das eleições.
RT @pecesiqueira: Ces tão elegendo nazistas https://t.co/hiDnJbQ6ZC,A campanha eleitoral deste ano está cheia de reviravoltas inesperadas.
"Eu dando minha opinião sobre alguém antes de ser capturada pelos militares 

#ViraViraClR0 
#EleNão 
#Eleições2018 https://t.co/KPfAqVX7OX",Programas humorísticos também satirizam o clima tenso das eleições.
Ensinando desde cedo o que é democracia. Jamais vão votar em fascistas. #EleNão #Eleições2018 https://t.co/rAiRO9dgMN,As alianças políticas seguem mudando o rumo das eleições.
"Pessoal, alguém sabe quando sai a caravana dos refugiados para o Uruguai? #Eleições2018 #elenunca #EleNão",Os apoiadores seguem firmes na defesa de seus candidatos preferidos.
"RT @sabrinanaquino: Esse é o Brasil que eu quero.

#EleNão #Eleições2018 https://t.co/bJfaqlmiso",As fake news continuam circulando em ritmo acelerado nas redes.
RT @Looeesh: Exemplo do amor cristão dos eleitores de Bolsonaro #EleNaoEleNunca #ELENÃO #ViraViraClR0 #Eleições2018 https://t.co/JBmMpzSSKA,As pesquisas de intenção de voto movimentam o debate diariamente.
Nunca fiquei tão apreensivo numa eleição como estou nessa! #Eleições2018 #EleNão,Programas humorísticos também satirizam o clima tenso das eleições.
"É vergonhoso viver em um país tão hipócrita.  

Precisamos sim de mudança. 
#EleNão irá resolver nada com seu discu… https://t.co/QFLchTwXop",Promessas e ataques tomam conta dos programas eleitorais na TV.
"Com o cu na mão esse momento e a desgraça desse app não atualiza pra presidente aaaaaa

#ViraViraCIR0 #Eleições2018 #ciro12 #CiroSim #EleNão",As fake news continuam circulando em ritmo acelerado nas redes.
RT @HennebertHannah: Pela educação #elenão #EleNunca #Eleições2018,Os debates mostram o quanto a polarização está forte neste ano.
"#Eleições2018 Governo-PR | 81% Apurado

60% Ratinho Jr.
15% Cida Borghetti
13% João Arruda
8% Dr. Rosinha",As pesquisas de intenção de voto movimentam o debate diariamente.
"RT @dudumartinsbsb: Toda vez que algum eleitor do #bozo #elenão ameaçar vc ou cometer qq crime eleitoral aqui ou em qq lugar, GRAVE, TIRE P…",As pesquisas de intenção de voto movimentam o debate diariamente.
RT @The_Ranger4: O Nordeste chegando pra salvar as eleições MAIS UMA VEZ !!! #ViraViraClR0 #Eleições2018 #EleNão https://t.co/tb0Hjgn2Zz,As fake news continuam circulando em ritmo acelerado nas redes.
Obrigada aí galera do nordeste vocês são foda demaaaaais #Eleições2018 #EleNão https://t.co/2NlQpskfYY,Novas denúncias agitam o cenário político a poucos dias da votação.
É preocupante! Que o nordeste nos salve! #Eleições2018 #ViraViraClR0  #elenão,Novas denúncias agitam o cenário político a poucos dias da votação.
"Num tô preparada pra ditadura, no primeiro choque entrego todo mundo #EleNão #Eleições2018",As alianças políticas seguem mudando o rumo das eleições.
RT @beyapoc: Eu apagando minha árvore genealógica após ver os parentes que votaram no Bozo #EleNão #ViraViraClR0 #Eleições2018 https://t.co…,Mais um escândalo envolvendo políticos vem à tona durante a campanha.
É AMIGOS FORÇA NO HADDAD 2° TURNO #ELENÃO #ELEJAMAIS #Eleições2018,"As eleições de 2018 seguem agitadas, cada novo fato vira manchete."
"CADEEEEEE MEU @CIROGOMES NO SEGUNDO TURNO CARAIO????? 
Maaaaas, pela democracia eu nunca critiquei o PT
#Eleições2018 #ViraViraClR0 #EleNão",As alianças políticas seguem mudando o rumo das eleições.
RT @gabfbarros: TENHO MUITO ORGULHO DE SER NORDESTINA #ELENÃO #ELENUNCA #eleições2018 https://t.co/q7W8ISktxw,Mais um dia de polêmicas e acusações nesse cenário eleitoral acirrado.
"RT @Antonio_rsj: O plano A não deu certo, então...
Não voto em fascista! #ELENUNCA #ELENÃO #FicaTemer #Eleições2018 https://t.co/HtLz9ZtqDk",As redes sociais estão em chamas com discussões sobre os candidatos.
"Obrigada, mais una vez, Norte/Nordeste! #Eleiçoes2018 #HaddadPresidente #EleNão #EleNunca",A disputa entre os candidatos está cada vez mais agressiva.
"RT @Wellandraa: Se ele for eleito, você vai ter culpa em cada gota de sangue derramada depois. 
Em 
Cada
Gota
De
Sangue
#ELENÃO #Eleições20…",Os debates mostram o quanto a polarização está forte neste ano.
"RT @TSEjusbr: #ResultadoTSE nas #Eleições2018 
Apuração para Presidente às 21h15:
Bolsonaro, 46,5%; Haddad, 28,5%; Ciro, 12,5%; Alckmin, 4,…",Os apoiadores seguem firmes na defesa de seus candidatos preferidos.
RT @jc_pe: #EleiçõesSJCC #Eleições2018 Haddad quer unir democratas e debater 'olho no olho' no 2º turno https://t.co/5HqcvhJXeH https://t.c…,Os debates mostram o quanto a polarização está forte neste ano.
"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…",Os discursos inflamados continuam atraindo a atenção do público.
"Se Ciro disse, tá dito! #Haddad13 #ocoisonao #elenão","As eleições de 2018 seguem agitadas, cada novo fato vira manchete."
"Onde Lula nasceu, Fernando Haddad bate fácil Bolsonaro #Eleições2018 https://t.co/EfvslGLHLN https://t.co/bw2tIl7mEL",As redes sociais estão em chamas com discussões sobre os candidatos.
Orgulho de ser nordestina!#HaddadPresidente,Os discursos inflamados continuam atraindo a atenção do público.
"E o jogo vai virar pela honra e glória do Senhor. O amor irá vencer o ódio.
#haddad13 #HaddadPresidente… https://t.co/n9OfwdqpSA",Promessas e ataques tomam conta dos programas eleitorais na TV.
RT @mermaidevee: agora eu sou petista desde que nasci #Eleições2018 #SegundoTurno  #HaddadPresidente https://t.co/y5e1Z1hr5q,As fake news continuam circulando em ritmo acelerado nas redes.
"Recomeçando os trabalhos
#EleNão #EleNunca #HaddadPresidente #Haddad13 #Eleições2018 https://t.co/ZqtwrDGZFl",Novas denúncias agitam o cenário político a poucos dias da votação.
@bchartsnet AGORA TEMOS QUE CHUTAR ESSE VERME DA PRESIDÊNCIA! VEM HADDAD #Eleições2018 #HaddadPresidente #Haddad13 #elenão,Cada pesquisa divulgada muda o humor do eleitorado rapidamente.
"A luta continua!
2° turno o Nordeste vai pra cima 
#Eleições2018 #EleNão #HaddadPresidente @costa_rui meu governador",Novas denúncias agitam o cenário político a poucos dias da votação.
Não vai ser fácil o segundo turno. É uma porcentagem muito grande. Cansei de ser otimista. Mas sigo na luta #Eleições2018 #HaddadPresidente,As fake news continuam circulando em ritmo acelerado nas redes.
"RT @juliofen: Boa noite na vigília, para o Barba
 Guerreiro do povo brasileiro
#LulaLivre
#Eleições2018 
#HaddadPresidente 
#VotePorLulaVot…",Mais um dia de polêmicas e acusações nesse cenário eleitoral acirrado.
"Pessoal é agr ou só daqui 4 anos.
#Haddad13 
#HaddadPresidente 
#Eleições2018 
Diga não ao preconceito",As hashtags políticas dominam o Twitter durante a eleição.
RT @cjsbeirao: Bolsominio constrangendo uma cidadã de exercer seu direito de expressão. #Eleições2018 #VotePorLulaVote13 #HaddadPresidente1…,As alianças políticas seguem mudando o rumo das eleições.
RT @pauroig5: 🇧🇷 (‼️) 👉 Bolsonaro será o próximo presidente do #Brasil 🇧🇷❓#Eleições2018 #BrasilDecide #EuVotoBolsonaro17 #HaddadPresidente,Mais um escândalo envolvendo políticos vem à tona durante a campanha.
"@Estadao Atá , então as Urnas só terão validade se o Bozo ganhar?! affff #HaddadPresidente13 #Eleições2018",Programas humorísticos também satirizam o clima tenso das eleições.
"O NE é meu país. Chama o Lula pra ser nosso presidente com Ciro de vice. #Eleições2018 #HaddadPresidente 
#Ciro12",Mais um dia de polêmicas e acusações nesse cenário eleitoral acirrado.
"Viva aos #bolsominions !!!

Depois a culpa é do #Nordeste .
#Eleições2018 #HaddadPresidente",As alianças políticas seguem mudando o rumo das eleições.
A luta continua companheiro #haddad13 #haddadpresidente #haddadélula #haddademanu #nordesteéHaddad #PT… https://t.co/kKzw0cw48G,Os debates mostram o quanto a polarização está forte neste ano.
estou com dor no corpo de tanto medo do facista meu deus do céu #HaddadPresidente #Eleições2018 #PrayForBrazil,Mais um escândalo envolvendo políticos vem à tona durante a campanha.
Orgulho de ser nordestina!#HaddadPresidente,Promessas e ataques tomam conta dos programas eleitorais na TV.
"E o jogo vai virar pela honra e glória do Senhor. O amor irá vencer o ódio.
#haddad13 #HaddadPresidente… https://t.co/n9OfwdqpSA",A disputa entre os candidatos está cada vez mais agressiva.
RT @mermaidevee: agora eu sou petista desde que nasci #Eleições2018 #SegundoTurno  #HaddadPresidente https://t.co/y5e1Z1hr5q,Programas humorísticos também satirizam o clima tenso das eleições.
@bchartsnet AGORA TEMOS QUE CHUTAR ESSE VERME DA PRESIDÊNCIA! VEM HADDAD #Eleições2018 #HaddadPresidente #Haddad13 #elenão,Cada pesquisa divulgada muda o humor do eleitorado rapidamente.
Um homem sábio e sensato! #Eleições2018 #HaddadPresidente https://t.co/4pJazhLXVs,"As eleições de 2018 seguem agitadas, cada novo fato vira manchete."
Vamos a #Luta pq ainda resta #esperanca #HaddadPresidente #Haddad13 #AgoraÉHaddad #Eleições2018 #LulaManuHaddad,Programas humorísticos também satirizam o clima tenso das eleições.
RT @Lilu_Alves: @Haddad_Fernando Conte comigo. O amor vencerá o ódio. #HaddadPresidente #eleições2018,A campanha eleitoral deste ano está cheia de reviravoltas inesperadas.
"ENTÃO GALERA

JA TÁ TUDO CERTO PRA VOTAR NO 13 NÉ ?

#Eleições2018 #HaddadPresidente",Mais um escândalo envolvendo políticos vem à tona durante a campanha.
"APERTEI 13 E CONFIRMEI!!!!! SENTI O PODER DA DEMOCRACIA NA MINHA MAO
#VotePorLulaVote13 
#HaddadPresidente 
#ManuNoJaburu 
#eleicao2018",Programas humorísticos também satirizam o clima tenso das eleições.
"Bora votar, para tomar nosso Brasil de volta! #eleicao2018 #HaddadPresidente",Os discursos inflamados continuam atraindo a atenção do público.
RT @mermaidevee: agora eu sou petista desde que nasci #Eleições2018 #SegundoTurno  #HaddadPresidente https://t.co/y5e1Z1hr5q,Novas denúncias agitam o cenário político a poucos dias da votação.
"Galera do Ciro, Marina, Daciolo... É hora de nos unirmos! O ódio não pode vencer! #Eleições2018 #HaddadPresidente",Novas denúncias agitam o cenário político a poucos dias da votação.
"Votem 13 
#HaddadPresidente 
#Eleições2018 
#ViraViraClR0",A disputa entre os candidatos está cada vez mais agressiva.
"Muito obrigada, Nordeste lindo #Eleições2018 #HaddadPresidente #Haddad13 #EleNão #ELENUNCA",As hashtags políticas dominam o Twitter durante a eleição.
RT @mermaidevee: agora eu sou petista desde que nasci #Eleições2018 #SegundoTurno  #HaddadPresidente https://t.co/y5e1Z1hr5q,As alianças políticas seguem mudando o rumo das eleições.
"Tenho um vizinho que vai sair na rua atirando pra cima com um 38 se o Bolsonaro ganhar, ctz #Eleições2018",Mais um dia de polêmicas e acusações nesse cenário eleitoral acirrado.
"RT @cesaraugfabbri: Segundo turno  🎶🎵""Vai dar PT, vai dar, vai dar PT, vai dar!"" 🎵🎶
#HaddadPresidente #Eleições2018 https://t.co/RhzVXUVBqA",Os apoiadores seguem firmes na defesa de seus candidatos preferidos.
Um homem sábio e sensato! #Eleições2018 #HaddadPresidente https://t.co/4pJazhLXVs,Promessas e ataques tomam conta dos programas eleitorais na TV.
RT @tatianesantos: Vamos a #Luta pq ainda resta #esperanca #HaddadPresidente #Haddad13 #AgoraÉHaddad #Eleições2018 #LulaManuHaddad https://…,As redes sociais estão em chamas com discussões sobre os candidatos.
RT @Lilu_Alves: @Haddad_Fernando Conte comigo. O amor vencerá o ódio. #HaddadPresidente #eleições2018,A campanha eleitoral deste ano está cheia de reviravoltas inesperadas.
"#EleNão  venceu o 1° turno. Agora é #HaddadPresidente13 
Fascistas não passarão !
#Eleições2018",A cobertura jornalística tenta acompanhar o ritmo frenético da campanha.
RT @FeDitto1: Meu Sergipe fez bonito 👏👏👏 aqui não! #Eleições2018 #EleNao #HaddadPresidente https://t.co/WwTwQD6XxV,A cobertura jornalística tenta acompanhar o ritmo frenético da campanha.
"O NE é meu país. Chama o Lula pra ser nosso presidente com Ciro de vice. #Eleições2018 #HaddadPresidente 
#Ciro12",Mais um dia de polêmicas e acusações nesse cenário eleitoral acirrado.
"Vai ter segundo turno sim..

#Eleições2018 #HaddadPresidente 

@acordar__ https://t.co/O3EslX6svs",As alianças políticas seguem mudando o rumo das eleições.
"Vamos virar esse jogo logo avante Haddad não vamos entregar assim tão fácil 
#Eleições2018 #HaddadPresidente",Novas denúncias agitam o cenário político a poucos dias da votação.
Fui de #Ciro no primeiro turno. PT não é minha preferência. Mas agora sou #HaddadPresidente desde criancinha. #Eleições2018,Cada pesquisa divulgada muda o humor do eleitorado rapidamente.
Sou #HaddadPresidente mas o meu coração é do Ciro Gomes! ❤😭 #Eleições2018,A campanha eleitoral deste ano está cheia de reviravoltas inesperadas.
"OBRIGADA NORDESTE, VOCÊS SEMPRE NOS SALVANDO 💖 #Eleições2018 #Haddad13 #HaddadPresidente #Nordeste #Ciro12",Cada pesquisa divulgada muda o humor do eleitorado rapidamente.
"@cirogomes vc n pode ter ganho as eleições, mas ganhou meu coração #ViraViraClR0 #Eleições2018",Novas denúncias agitam o cenário político a poucos dias da votação.
"RT @reisvic13: Vc diria não pra este neném? 😍
#ViraViraClR0 #Eleições2018 https://t.co/blQtnWGYQS",Mais um dia de polêmicas e acusações nesse cenário eleitoral acirrado.
Uma andorinha só não faz verão. O #ViraViraClR0  mostrou ao Brasil como se deve votar. Não é à toa que somos destaq… https://t.co/ZwxkzRgLZZ,As redes sociais estão em chamas com discussões sobre os candidatos.
Que eleições futuras seja Ciro Gomes e Boulos de vice. #ViraViraClR0 #Eleições2018 #,Mais um escândalo envolvendo políticos vem à tona durante a campanha.
"A voz do povo é a voz de Deus! 
Esse Vídeo me faz não perder a esperança! 
#eleições2018 #elenão #ViraViraClR0… https://t.co/wxe8aGUmFp",Novas denúncias agitam o cenário político a poucos dias da votação.
Orgulho de ser do único estado em que a maioria dos eleitores votaram de forma racional. #ViraViraClR0 #Eleições2018 #Ceará,"Muita desinformação circulando, dificultando a decisão dos eleitores."
RT @TeamCiroGomes: A grandiosa e bela Leila apoiou Ciro lá no DF! Parabéns nova senadora! 👏 #ViraViraClR0 https://t.co/TvXteEWwoy,As hashtags políticas dominam o Twitter durante a eleição.
"RT @Badoguinho: A voz do povo é a voz de Deus! 
Esse Vídeo me faz não perder a esperança! 
#eleições2018 #elenão #ViraViraClR0 #Haddad13 #a…",As fake news continuam circulando em ritmo acelerado nas redes.
